uid,predict
027c66d8e44044d9f4a0a7d0b3b226ff,0.587209
027ea4501fa8b3ac0eb67907ff937cc9,0.3524955
027ef02310fed44407d8062476210b91,0.1952995
028894ed4473aa4aa810a47ad2b95bd5,0.361897
028992f4ca7b610c6bd94f479c950ba1,0.393721
02a7c54537c31fff31534478ff7ac1c1,0.32671
02b7a98abd72e11fa7f69c61a802ae54,0.4253225
02ba3b50d3b4d850df43bd8af3983755,0.450915
02c010db7c800ff8476cd5187a7b0cab,0.380264
02cc9bf43043f9a085da9395930a6e7e,0.392727
02cf01b97aeb89d099afe081d380a223,0.4067665
02ed01e9b067ab08f890755f4e4dcc87,0.395979
02eed49e23083ac101ba42f91755aed0,0.3965505
02f588e28088c28185e5b142bde85323,0.3454325
02f7c11bd451e491fd0fe6ab9f6f5c3a,0.3863495
02fb0d8a82139ceb050bd06060286a73,0.2532185
0303bda6327c314c628679c7ba4a4827,0.418822
03049d9997ee0ecd196e405dcf0cdc86,0.42437
0307e786ea58f4bd63c400c002a183b0,0.3778055
0319b76c81aa30039097352405498607,0.3468165
0320f9187a478689820fe9fbba562c11,0.3303055
0321d3f836aa9d8032dc50716a1fcf99,0.214316
0321ecb0be80c88bf095bba9ca97306b,0.3621895
0323c1410ce641d092664cc5330155e0,0.412373
0327f765f49b521135f468c7f7633428,0.735642
032e63882e4bed6eb6d54b26754291ca,0.193941
032f9d53d73e1cf162d68ba02f23f0da,0.494177
0332f062fed08d434869b3c1fabdb6e0,0.390693
034e45a554058813f66841bc5db7f237,0.3473135
03584f6177c62165338c7658cbc8bbd8,0.3483525
036c4565ed63312e08a2010725d0b567,0.159675
0371bcb297a0bfd9d25ad3ae1183deb0,0.2549115
03745b91ec64dd9940bb3dd81790e856,0.3872035
0374ada633cd51dcdacf2bf346be778b,0.3985665
037697224e46e307eb78fce9a570a0ed,0.491065
038b93626d43f3dca5e0b6536b3ec53c,0.3839265
038c182a500f84acfa373dc1c33205f8,0.343498
0395247b7c0855427c6f65f91e93c8bc,0.6683655
039633179f9d2f57f2bac05eca4c91a4,0.392012
0399caf3d52b40dde8258c478cc18caa,0.480411
039b53aa950e2d6de2c6ce70596c18eb,0.4038
039dbdcbe0deea0a28d7d9b794943659,0.4072175
03c47dc0d7085e8dc20a246d94c3fb63,0.3554585
03c8252103f6ed24ff48643f5b2711bf,0.2425525
03d09cde6c4c69f27b08f767ff228941,0.3364205
03d2dd22f2a988edaa4b0219a0a9135c,0.1331875
03da87e186ec0f15d27568796e9d0187,0.39211
03dc2e161496ceb9dde2530344a2444d,0.327468
03dfcbf3f5d173c89fe619a6fa235118,0.4336045
03e39d50d1a006d63bd5e0e12bd1b466,0.215281
03e7b2cf434e7d0facacf03a0a7dfec5,0.6148495
03e80d4d591041a7261e57b7636c03d8,0.4428675
03ea2f0bbc3f767ce68dc06a8bdcf662,0.4221965
03f158da4367960e347e045d97fbfc03,0.673564
03f2cdc08709405d9f5e0a6e4c2a03b5,0.3858925
03f39457b491792007c369cc110903c3,0.160943
040fbc7b4018c0e759118c980b7002c9,0.178529
041c4f1e77ac7e62b1dad3316eb71e2d,0.388816
042c4b72f5ace26991cb3068fcf4419f,0.4491915
04362270ed9bbdbe71590446ed9c04dd,0.334375
04384eb2a9029e4b867ae75c51d831f9,0.3895775
043a094dfbb5ad5d8ff866a40c403925,0.3004795
0440c1113a614096ea4dba21a6408674,0.327468
04442b867be2cc7d30fc1085474577b7,0.481934
0450c268cd37061c91ac4f52679a3d08,0.388714
0461051f33eccb6604f874bb1b2806a3,0.394427
04675377aa544d677e8a933bd09cd3fa,0.3689755
0473054b1afc5a2b9be2f58557d9dd23,0.3466315
047747a588e7a7b15940791fd2fcb33a,0.358216
048ae300612b94e3372bea3b26188646,0.3585835
048f5d32983d7ccd587603b1d3405b5e,0.3377245
04959427d7717c9b62c5026534d274a6,0.4821655
04959cb1567b18a8dfca6effecb80d42,0.390069
049baada9c2a3e0442bf00c8a2babd97,0.211567
04b5fb6aa05dae13f387ec9a43d1e88c,0.4113075
04c36bcabe7e842285ed25a00ae8c67e,0.1208445
04c86b5a1f5e1eab250bb1b2fc7cd2f9,0.2740785
04cc2290e6b6f34caf3a135fb66eb92e,0.3772865
04d800cb27f187f71d92569e719fbb06,0.37359
04e18dcac502c0c11d3f64a5ddb7233a,0.4642915
04e485cde1e8e7a4562c5945a898b8d7,0.1357895
04eab850fa4ea962e7e586e06e15b7e9,0.4249965
04ed0ad8505162536a850f92b62bbe40,0.704575
04f39efee1fe41980249e5defe1502cb,0.399857
0502b1a8e3374fe88bd689eb2a0a0ed4,0.3767665
050b2e942b2a99e542b95bc51eda636e,0.405554
05108520e3ab33950a4207f87f1a0f70,0.242013
05127929ef6a976baf675e71d8e5ad44,0.2777635
0515088ed504dae831bad7a05fd3fa42,0.4942585
051aaeb83fef8f313db4a46847bc94b4,0.327468
051c8127996b0f46427775beef6470f4,0.334115
051da1861b8dd006b368139f15d06f80,0.385766
05262cf91904ebcf681d070df64a76a2,0.3127725
0529083793aa34a4204cb6a7fa8ac28c,0.423058
0529c51ebd9e285e49f41b9692b7e47b,0.1896295
052a3fabd3d21048c7b6e994cc9979d7,0.4111095
052c0e47cc8cbb3cf8a3d13dd37d262f,0.5031445
0530b46eeb589c665215c01e317a916b,0.380267
053709a314f323d03e913722ea368e6b,0.334115
054ce7933bcfa98cbcfccd817c2fa5cf,0.3592815
0551bbba605a5400ed2c4449d7db06ba,0.404258
055dcd5378db4c071615b145ae9466ad,0.396674
05641be4cf20787251d5419a1c70126c,0.4257595
056965228e266431965be41bccd0623b,0.3061965
058148e55cc7d2f456dae3a27455d639,0.3349515
0581b5682ca59a1a4bfcfd3f238409fe,0.371333
05875d2f4aff9d2628f8cf79b8a23972,0.105239
058b251595d760c640ac9bb5404a61e7,0.366423
058b67c2091ae7b4f81dbdffce0e4350,0.413508
0590dfcfd19970d699520ad852532509,0.493344
059507db8a802bd876045eb0e1d46f67,0.3524045
059a5ac0a935fd2c1df1113a55df7653,0.361072
059ea11920db34be356fa24a67f0f0a4,0.468304
05a0a3b2984730d547b240121e44fa02,0.392727
05a20b45c78fbd36847032593c9012b4,0.3335885
05a2fd7d046eb1ce30085da584d3f289,0.2189325
05a62fcd61a1966c8a1ffc4ac2a2b84c,0.3832465
05b1b1e011921ff3dfeb976018c72359,0.4107345
05b247e0926c3091b9a2a7c13b9a2931,0.483378
05b45775bf028807840dc69fc05788fa,0.3882185
05b67e39a5036e45b1e42ea75b633736,0.418915
05c225fc9fdb9a37ce3862591cdc632f,0.48392
05e2932ef8ac4342ac8fbd1492f31476,0.395649
05e9de34e8a61c7dbcdf55b52a52c59a,0.383003
05eb02d6e57b017f3dffb79b18bad96f,0.194483
05ebeb8145869e42fc33ef93e91503b3,0.6965505
05f800589939b46a42d87ec5cb37937e,0.5538655
05fd2b10d7d9df6cdcee3a07f1c15424,0.400568
05fd519a8ab0385ec2f54b71450c7ad3,0.3970545
05ff91ccbc84e6b4a0314e29c5880376,0.390449
0601f19950b6b25a059bcf241de3d07e,0.1475
060347d2b884d001be6db444a0481b3e,0.399843
06111961f3a4f397721fcb2f420e2dbf,0.383483
0612c6bf135d9d1aef54d5e3c1449e5d,0.377752
0618b64682f5c1f0d52d97d17cc3b904,0.371171
061bcb3fe086d882f984277481899e95,0.327468
06214d7731ee2cb2f71d5aaff6fcf52c,0.449717
06262ea4d1a86da0aea6a48cda98f279,0.386967
0629a41ab342307f4fe828f1849a411c,0.383291
062e10ec0a6b70e11e4fdc711da60fbd,0.289304
062e6ab3dc3d18ed661dba518f8d12be,0.251343
062fc3b5b7eaf285b32af883c52d51db,0.439563
0631623ec8b84d67f78ed8d432e85dbc,0.4449475
0631f47757d1426cfe16da651f614038,0.4207935
065566bf1c5cf0213d970419f18eb33e,0.420398
065ce6995a4514aecec2bbcdbd21a94b,0.3390725
0666612d1dfe040e1d6ae15eade982f4,0.219615
066da48500bc87d03b7753bb680b804f,0.410725
066db140ab5d1fb9b5979cf6df6163f4,0.722958
066f7bf62c7e2b66ef034cfbdfcba6a8,0.359443
0672063d059ece045072f1db8680d7d1,0.283406
067691944bccfc3ac314f3fbeabe8994,0.411185
067a62ae81c8c1836a1823f1c32c23c8,0.3951365
067cf3f6d042caa3a48921032f59559b,0.486453
0680abd0549f68d13551193eb1520c34,0.396317
0680d09b1d3e4d8329d14f3e0e306a1c,0.352179
069bff21540a619441e60d240c10a2fb,0.3608545
069d6b64f489fab9fb7916f904038780,0.347339
06a9008dcf3f1cc83f4b5e92d8ab882c,0.401151
06bad72ba72eefd1c7db1682c5b1591d,0.3746615
06bcf155a5f575ebcb9a8d25f1b03f5b,0.152787
06bffa64857e2942c933baea3efb5651,0.511596
06c6a551c0d13173a51aaf99a6d42252,0.347339
06cdd76973b4e0748a891e42d93bd296,0.5991905
06d53b0dbfaaa869783e78bcde52f7db,0.392727
06d7c6d202dd4c1c9cd414ca967bd0b6,0.4498945
06e2e7180a9d7e0ea0208ac0e1d2679c,0.160702
06ed374808551ed67b390891098ae04a,0.3756115
0719d856b2caf08f875f4f2b8031c29f,0.3888835
071c21cec9e98d96a5116ca4fc777d23,0.360633
0720686469f9834aa6be681c75572f25,0.417008
07278563ff56f40cf1cd2ad322c2539f,0.082815
0727eed8dccb063e76897c212366effa,0.7610265
0735532a785cfd957bd80944b15a74c4,0.8017975
0749378a94f2a1fd79f5f53906bdde00,0.407919
0758534ef5f5ded43345dddea81ce0c9,0.4863625
075f62a81d7815d2f12abca85880797a,0.422161
076382f34b9b125f6d8da30869cd3462,0.4124475
0769e6a04c9231ab020b7703b593daa6,0.3679565
076c368ed5dd413735bf008ebc849fdb,0.3924725
076dbc9c127f08c2a54194a85d423899,0.29009
076dd18f92b5bff017a948fca4f69306,0.3849795
076f36182d8693333413aa7e58b57459,0.3678315
076fe288041503136a57055287d24a56,0.457237
077334bb9cf722a6fc68bd49447f0d06,0.1373765
077d9f249df53662727b130e28516859,0.4048965
0780f03fd97859e0323c138dc51027b9,0.4012115
0787733e333d963dab1354e4f41b69f5,0.718224
07ad764652fc8c733d7684d744e590ec,0.3611815
07b0f64166d4257f63b172f6049c81a8,0.4124585
07b11ff03a40722336d552fa0c50ae1a,0.211757
07ca4d863e34718dc069b4a4a567803f,0.3769915
07ccd456cf4bdd4b4c3adb967ac540c8,0.368405
07d040e7bba3d6f532e407ba80a8774c,0.3657335
07d0ef4186528ae379f25d04c327385c,0.5503205
07d4db75efc5d3600f7b6e3c1e920b3b,0.3206995
07d50ea22c09f7087b3e487f2b5c2a83,0.4248005
07d51c09c71ae5711688dc7abdf5d8c5,0.301567
07e4e76253cc81b712efdbe26b7cf5ae,0.376389
07e5c9dc1723483ba529b0a8ea35ef97,0.424116
07f63cfdb1bacfe0f1d8122aef8bbadd,0.3769185
07f67bf6650dfeaf7d2c13cfe1d8fb22,0.394986
07f6f3e906d9181d530e1dd5dd53f665,0.4560935
07fa1ffe24297fa212bfb1cfcb27c5e6,0.4362035
0808a2b9a7dea83a7ffcf71c595d4615,0.365871
0813feb28da2bb9859f344a99d9c119c,0.3815675
08169e1e4aa7f148ada73ea68c6fcf3b,0.355114
081bf2f02c3cbaa542534ebf177561cb,0.3998375
081d850e5e15f831eac6c03ecb62681c,0.41466
081d85787a82f2a57735e05e5e9d483c,0.415744
082070061de6ea21b24ff6386dbedaf3,0.3943435
082b034b5d72ad92eb4a4c11c6360479,0.3636815
082ca7633f2f7c95efeafe547e0066ff,0.3706145
083192972ac79a00599273de665149e2,0.424543
08392bca42fd4cf15f39ec2cc2086a42,0.3435765
083eaa08b7d3c5c201afda2df4e7c5ca,0.4237935
084ccc15a8f538b74802b2e4831d4886,0.7610265
08873da1a6723423f6ba3c1317897e8c,0.4704735
088b33954287bd7d73de108832f7d459,0.1635015
088e2c84d2f3dca46cc3310ef476b45a,0.4744835
0893cc30f95697d9c68be43000c018c8,0.397678
0896e5a00dc702c37468437b48e09dd7,0.644755
08976bc1c45e0784e15406129ac128a3,0.722958
089f26611df4f02696a76555a65ff644,0.387918
08a52b1c7023369d71c4b354a7a34381,0.387751
08a7b6ad297907e41eb8cf5d3f1eec36,0.392727
08b3dfe7c02a8f0600c3d081612eac6f,0.1539225
08b4754150a7c522b2fd2eea6555e709,0.360788
08c12ef120a41e6ca35c90624048c575,0.334793
08c62c218687387356bc99ae4ced19b1,0.374764
08c8046562065dc524b4a005c2865fcc,0.330722
08ce86951a3b47c11fa3bde5d1336d3b,0.4178295
08cfe10617d447fb705d049df3c23777,0.4137225
08d12c24f285977750e45f91c2d08fc7,0.4431335
08d52fc5648405974066cdf299ae3266,0.391755
08d624c43dcf8116645a914e83248cad,0.4840785
08dc0df0bb5844be95e9fe1f3301bb9d,0.3397025
08edffc9686fc8b917a46230a586196a,0.419244
08ef67e7019ff620841f06d052128fad,0.3891605
08efad5603f240dae0c9a71d148063d9,0.590975
08f048ffabc380572f50ce314074194f,0.4756705
08f263bc6daa369fadb1f2c3b9791583,0.6787305
08f39e6fddfefcfb37c9ae59d826058d,0.3409265
0900f696f803a53419b704793da45a25,0.7165145
090b63302a3985a2d08a672a3a169c45,0.347637
091c1341c7bf07eda1bf07f82799192e,0.4116005
091c19cb2f6b634a1e7515c76df97106,0.4773185
091e7a7e64c35db214e0ce879e073ac6,0.4268545
0920b929fac825ab9bbcc9b6117e065c,0.2846555
092dd24450e6c0de8d8be0fcec1ee40d,0.4178305
092ef5c061fe26c32deda5eb9e7c2865,0.7848345
0934a37d39db014248b0b63840bba6cf,0.4140985
0937c4f8dab70f9185215b60e80e02fe,0.7217785
094511a0aa7e5f5636ee10697b5a8591,0.30397
094c3c5ea589a9505253c192509a9e29,0.5866815
0950fe9976b4325f97dc6a8fa5ad11e4,0.4789435
095cf070b48ad0f6b7f730f321971cb2,0.445124
096abaebd3cd45819f6948491cb509a3,0.327468
096b8f2ebc58ed45016f33479a1139f0,0.326951
096c44090b85a52de5cda05ab318eb9a,0.2325335
09705f9b1b9c691cf079f426254b9544,0.363142
097f5fe87f38bd57871ae777774f9774,0.2895725
0981d80e8d4f01eaa408e83f59f2b326,0.446061
0991dabb9023f7d142ed8de1b8eaba06,0.465649
0993a60bfc52c4ff8fca26a2a3cfc13b,0.3977395
099677ce7d7c4691d5cbbb1c9a9bd69e,0.279797
09a67a596b035b4e3c931cf5308fbf63,0.219016
09aad3286f30e2b08cfc23fd38d35d9a,0.356484
09afec607e758eb8f87d0110c66e4269,0.428861
09b39fe6619421509e12fe33b339358e,0.2814215
09b553d1a4d42634326b58dd5c24f66c,0.327468
09ce117213203e9c8031fc5d8f0a8c9e,0.4456925
09d0fc8db0534b19297891a4a86ace64,0.1956
09d1af7949e6e6e628b5d8b41e3f0220,0.3332825
09d777285073ff624c7d39bbc281b1cd,0.2940875
09ddace1aff750c1f5442ef5e7d0683d,0.1635085
09f156d94087098c8b3fb8b9e9b2edfd,0.155192
09f3772aeb7e32a57e774444e475ddfc,0.392727
09f4c00f72827fd7dd532e5eb20a0a33,0.392108
09f78da56458cedbd87c69a8586d98c1,0.352179
0a060ee25b6b9da1f80f017e0d734a2d,0.8369935
0a070820ecd5ffa9cb6bf9678034e6ed,0.3755725
0a0bfa230d2fa29b7077711a224d372c,0.331151
0a1a58acb4fc162437a2f13497071204,0.5954055
0a20447cbca713b6c03b2021ff062f5a,0.1623295
0a29d584dadda08d22c2d178ae97c0d7,0.4885775
0a2c7635fb4290890f30d808045e1279,0.1635085
0a2df3e3abd9c2271689498c40912afd,0.5794685
0a35ebf40b06ab0b018999cc70257963,0.167937
0a36cb61474a8f005874d976396f79df,0.385276
0a400644d371f14a6726dc655f52489c,0.3971435
0a421390a0054d463c8ca14f7e8b2fce,0.401198
0a4466caebfc192ba790ac329364a968,0.3611585
0a45ee4c72c73e92be64644a9c850e58,0.723806
0a4d307c6bf89a94b2da6610fc598b36,0.165263
0a4ebb3ab8d6bf9ad5efcec9bb461494,0.5681025
0a52a9a447341e86aaa37752562fca21,0.302224
0a54562e2b4be0ad0f399aeb643f8520,0.6140295
0a58654084169c208d47b44a4718591b,0.3858315
0a5adb1c1f24ffbce1171f98c8ff9dcb,0.2177195
0a692c838a64f11e413a6b83478c2504,0.4749145
0a6b5517a177a518354f4bb6594a2104,0.346408
0a6e22b9c94a33c4d3d25a3040f918af,0.3520285
0a7733dede76fb473e0d55fafe4d0a20,0.2882065
0a80c40e340f28b9eac2c9fdde2f56cb,0.397099
0a81ac32aa5438605a9da0840602a588,0.3148545
0a846dd2d1dce491ff3918c4d0c85597,0.413578
0a85b84e74e854091b061996d36a93e3,0.4102095
0a8b476b58ee70475bd1255b8cf0f59c,0.4042435
0a8e5beae3295a45dbf49346af21f39f,0.3999405
0a980835565f9abb4b70f057d5e9cccf,0.412994
0a9913f2724d7ed0a9682b76f66179e4,0.3969775
0a9dda4d3631512357ec8fe57c25172e,0.384369
0aa6f242e1546de7b6d9f7628088480a,0.3736545
0aa817048ed79f9c47fe5886966fa070,0.2883785
0aaef0562062ca53293e6e433274f53c,0.327468
0abd5ef9a27a5936b558683a8cdcc941,0.3699085
0ac2a34be671b6bff9c0baedc256999c,0.525913
0ac2d2bc291ce13b00282211812338c0,0.3895775
0ac35315a72998414187d53d7187fcb0,0.3839675
0ad62bdc85a96a10fea21a2d046dee98,0.3680375
0add84e1ebaba2cd250aab4675d7a77a,0.4566975
0ade8c5bc71413f52f5f7be95d7bacbc,0.3891915
0ae975d78d1b5de533ca99cb4dfa9715,0.3267465
0af03a7f7f56f87e5baf58ea3552c724,0.3359255
0af348a4b0d9b7a2efd6c2e000f92fd5,0.4586145
0afbee174e7374a553c120fb1112fdb8,0.2998565
0afdc5d426b306caf967c438f8a6ed07,0.1773495
0b05fafd905a6dde230c7795fd537d88,0.4879585
0b16bc865516091a360f26f23b03ae84,0.3924955
0b19a4a8ce8adf7ba7aa1c9d5ad3ed88,0.435928
0b366860a6812fbf54ac14750b27e3bf,0.2501115
0b3a3acc7bef02f1b4a980853b052e3a,0.36676
0b3b3cfff9987102a638db618911c69a,0.4133835
0b3efc8008b00bb1531a6189cffbc8a0,0.392727
0b408d48425b2802b7de8b187f74209e,0.3700365
0b54d48faabec6d022c3d615cc77b5e3,0.3682615
0b630fdc47de4992d1e9d7362abc4b14,0.365404
0b656e747e5f468f7c485550a8fc006e,0.441053
0b66668effe691b7985c1d28e13afd25,0.392157
0b69029ca8650a98b519670dce40e06e,0.5515135
0b7b21ec4823558a70867592354e0ae0,0.3244365
0b7e3cb159c8f49e7940b7a4d7a3e6f7,0.1694145
0b7f8bfaa8def475e613c092f1d619b7,0.392727
0b83923fc712d05a2769ded413136a99,0.197941
0b868c5d89bd7289f76bd9835fc63324,0.2309645
0b89224de69a3956718c614d96c1f242,0.3713305
0b8dada4c3e073ae82ad86721b57093f,0.3134765
0b8ed0460bc78e3adeb5fa2115f2f1c5,0.4364705
0b90f0d4d23ed9b11c47a9a89c6d5316,0.3313955
0ba883ee7d342b24d251c4d2023137f0,0.502604
0ba91c73f698c182bd75fbdcd4553b2a,0.488835
0baf7239fe1e53d6ba71de697f9f7acd,0.3452175
0bafabcde0b3bd04747601dac898b7cd,0.3467775
0bb349ad3cb9ee03badd65dd00caa680,0.220921
0bb4845f3dc1fdc1aca915ad336e6388,0.327468
0bbb129a3dee207ed9c7065661788965,0.362692
0bbb8a914f1aacfdaef2806ba975f6e8,0.249947
0bd5edae059744a589b2c8f46a0406bc,0.403959
0bdb6eb381c3b99ccd94496e641888d2,0.3624455
0bdfce208f2d0ad0a9fc4a176677bb90,0.480411
0bef2d9630804eaf3028eca88a5da598,0.4117055
0bf040fdf28c5bf22516da724ac46555,0.3534865
0bf2c6f64bfe004c60eec8c8816021be,0.390214
0bf549329aad4bc83e4ede76bbc42b1b,0.420401
0bfd64d5de2cad6ec3601a056911955a,0.377289
0bffeeb867020e158905c2ea2d91a13c,0.362177
0c03bf325532ad3565d18e4fd963d747,0.462072
0c044fdfd1b4ddb06e203347597b96ef,0.358699
0c0c03f9455cfb64fb545d7f815837ec,0.408046
0c0dafb169b6b898bf3d2839e23c4be3,0.416453
0c150eab73697f3b9ae89f00a10df16c,0.3396655
0c15bfbe264b34368efa23ffac87a895,0.35287
0c18cc0b433c21eaa9410a96b05fc484,0.1572625
0c1964d51f0b3a0459d76f7716fac824,0.366265
0c1b8c3173a4eec1f3a6053762281bc4,0.3967585
0c1d6a7a1c623f2908431f70b7c5c313,0.174916
0c2e82eabfa7a61d1806684730e27901,0.3267545
0c2fbc59ea3e138ba85e2697dc649561,0.350213
0c3bcaffe2478653f228ecf86eba248e,0.415413
0c41a0a7c58412e262d0ec7d58ccb4e5,0.351046
0c4c34280c3b5b1139f32ee182a819f1,0.328402
0c528eaa43b1dcf7c5f914a5200f3472,0.419088
0c5419bcf13062727185969008cb6a1c,0.4054605
0c6f154f0765ecda0920f94d68987a59,0.3554705
0c8d8c54eeee7a8ccd173d4c22bbf165,0.3664125
0c90b3759501437d3395d3330da94c9c,0.351484
0c90b8c946143d958e33d8c7aed47b7a,0.370573
0c91a8f412623995492b2b4a1dd6fba0,0.324736
0c95fae1f3937a772dba945c2f2bdada,0.5733925
0c964330f23293823db7460583823c74,0.4129435
0c9dd180aa21814b81e0b4632fcc77a5,0.4235715
0ca5c1cdf1416ae6f7cfe75f731c4485,0.8028565
0caa0526715704554d4dfc8f3e6d8440,0.8391015
0caaf2cb8f2ed6f5cfe2780a0f2f96e4,0.3673305
0cad8aae0cc7d6839faf0b588bf737f4,0.64484
0cb0beb248689298c62cbe54ac944f51,0.1240085
0cc7f981a85ce0976170b69204e5884b,0.220921
0ccca9b65085f7f31ab40ba78616254a,0.3871275
0cda77e8393eae249c35b8eb9234f1a7,0.358786
0ced5f1de84d0edbb64cb1346b48dffd,0.31101
0cfaecb3452a67ebb7e68cf06b8152ba,0.4163885
0cfc170a7095090ec4a26bb660942ebd,0.345989
0d00bff471c56d77bb4b39804ec6c037,0.365779
0d0363e613af4d9ec77e3c0653cb93e4,0.367737
0d03fa598c52ac6e94fc92640a3a3ed1,0.384573
0d07264289183e15f4f32dde7eef716e,0.357984
0d1d2cc0ed45f204cc317a0d6d4f9092,0.372671
0d1f82554af614fac84bbbcdd143550f,0.3416285
0d2ca06bfae2d4b653a4602fc0c0fcfb,0.3940385
0d3239b00da159d23d2ac5d3c59c46f7,0.1332055
0d327876376f424a4b8d9ad9fce8e765,0.082815
0d4015ae1b15a6f1b9158788c043ec82,0.367122
0d496d94905be22103cb3cb710d75c2f,0.7223295
0d4fd01fe2fe8d961783b59ff2883426,0.3880205
0d571dd7bcaa47c825c1ae3053a09639,0.3604345
0d5bedcacbd564aa80a0f264a1eec7cf,0.12351
0d6368fad09b0b10294e40e9fa2ec9fb,0.384886
0d6e896e4678ce22d2c3c688c50824c0,0.393874
0d72ecba391c6b3775a52145528e5be8,0.1428515
0d76f33da99bfb157df82cbce9afe736,0.4463245
0d7742052c558437d7f23470efe3adf7,0.4131035
0d8c34575b5648701e6053bec306b226,0.3286725
0d8d5a8aaf3ea9008321df7b4c6916d5,0.23681
0d8e85fbc041dc17b6301fee6ec2a3f1,0.2496935
0d92f515c94ed3044fb73930a6c23fb6,0.380321
0d9452cad2a2580d7a14b96b9f590781,0.3805195
0da9ec09998610346c37ef7e588c6176,0.4578555
0dae2afbfd23cb1155bc6a34e81343bf,0.3626485
0db6ab00711a576c52d97c11c381c5ea,0.265608
0db8646e354050a9aac9488d5ee02ba0,0.455573
