uid,tag
009d1cd437361de675f9d6be31ace55a,0
009f3cd5502d5c0632d3f05aa1df3ecf,0
00a3b552c2e3cea42e6bea81a316d96f,0
00a52f5131f3cec9fb0713f5746249c6,0
00a8b3787df8254d4d3fc76c38c8eef9,0
00a935fb37bea84afe5b82df89ce4e5c,0
00aa2c6096d8ea90b49115bd81a0bd3e,1
00aaed0acb1608c9e3171d8408bda952,1
00ac70217ebdbceda6dd070d55d1ec81,0
00ae0cc75906633460587db6f473cadb,0
00af0aadaf1646dc046c74bf7c7df065,1
00ba7fc87ee0518ce7a971abc194944b,1
00bbfcac710af06e2c1fa15500b5ac5c,1
00bdbe65505cbf8075bd3dd240faa44e,0
00c36e8edd2c81489ff34a29822164a7,1
00c389fe5d4846228c9a4de05c38a089,0
00c830635f4b580d5b43a3fd18a61d79,0
00cae94eaae789bc6bea7fbb6b913881,0
00ceba0f97234327edd2c628a0dd4bd8,1
00d29a966ee38b78a3319d1a93006f1e,0
00d41b003e286a1a7bfe5039e4dac2ca,0
00d7e61ed5dbc5c913b66f38f5d94da5,1
00dacfd99b0ed96dc845243f44f20253,0
00db6887978747559d4261835d1bb388,1
00dd0ba09666b92bfdfaacbc29366f48,1
00e096efd2c02a92734e0eb1cec37b60,0
00e0fb17ad1ac61b1216632f3049951b,1
00e9479019060b1c7888d72f8971dba0,1
00ece1ab33b4bbb73b560f8c4febb478,0
00eea0a20997364cd584a2298119f974,0
00f16a4c4616c18efcbe82898eec90f9,0
00f16edcea944b2caa5390182fe9edf0,1
00f2e38be74df440bb608215ddb80866,0
00f67215d951fd6fe7e84b06be4e6d87,0
00f6faf138de89231c5a0c1d228668d3,0
00fc8782933152500532d6680e267fa7,1
00fd987b15f5bf39b4728321076dded4,0
0101fc42c7de23a6ea81e6d6861241df,1
010209a72249598bf9a2f33324bc576c,1
01063ab55c57ab530b225cf5e6afc10e,0
01091c231202087c8badcce8a65d7e5f,0
010b80f6f9b6bc4123938916627f7fd1,1
010e49fef3e33c794e30a7fb803d0b30,0
010f8747ee9180eefc3d0e62021feb4f,0
01117c2ba822699f99d6f61f1514f20f,0
01144384fd1185dc3ea661dd67d899f1,0
011c2b6b79fd9b3e0725a02e3f191161,0
011d061ecf7e7adb47580473ec365ea3,0
0121be77c703b9fa5440cf7ee25a13c1,0
01226ffcea3117a6d55acc73a0b5aeda,0
012282d15c43a2d4822a2c76135c6fd4,1
012591745c5d58343993779f69030135,0
0129a927c9b85ae56caef2c3a3851b5b,0
01344ae59a76b8aa712e9ecf3b670109,0
01348bc2fd70dce8c204df9f68ceff77,1
0139417848c74bfd28ab0ffaa4fd7582,0
013d71ee676afb20f858996cd69e818b,1
0142aa0cd27b3328511157a834b0754f,0
01430653ef6b22d6e65f2090c7c32b86,0
01483d5ab122af32f9de3b94130c67d3,1
014a05206c4558055d3bbcd6503fdd2b,1
014a8688d5bf95ebb9d6bdd3c18d0ead,1
014a942292042765fab9a0484736e698,0
01585a494b78ee609a719a111bc95bde,1
0163c397c61a0f075fbe17566b70a648,0
01645daef0a5a48933d90734953252e6,0
0167ce8dc6e0228e50c78b345c7a329f,1
016ab165f3e9e020ee751cb0546ed583,1
016ae730982bb176e3b9b2226704d2c3,1
016e483504df0cc32ff5b51a7981bac0,1
016fd21af8ae3653314273064bb03f20,0
017389a3875df2bf7b755c2b9d91d831,1
017d5ff4ef1126fd74983dada4c58c1e,0
017e4ee34800953c1f8e3d4b7e5d8988,0
01884b0304213a5aeb2d2fd63791d141,0
0188e5703171200f3b92864d60542acf,0
0191b66b5df2ae95a3c937ca576eaf17,0
019641346b91dd46477e3c01eaf7ac3f,1
01986492a263202fcc51fc74c2ded1e8,1
01992028c4e79370787661c8ebd8e8a1,1
0199ef6c9966da6e6e13389a4946dca7,1
01a102940308c6fa1f257c2359bedb6b,0
01a2236fa53c0c482dbc4a21f19c2096,0
01a348e875e664649efdacade8925692,1
01a72c01845fc9f42c7d6e0e164fdd69,0
01ae3194897ebfbd79d0b71be8387d67,0
01af226bb29cbdcc9cd7ad018ce8c3e9,0
01b04daec3d47a9675909f4273ec4997,0
01b1f0382d70ab2d104a4c049f9cb131,0
01b6a73b7ece5cc98e62e5e086ece385,1
01c802c5007fe8d37cd89c51b597300c,1
01ca67665601a2781d2df60ebb7eea94,0
01caefc10ef56704007163d8c81d351f,0
01ce7a57d5a0329a5c557ed6d38ffebd,0
01cec9605032532fe3e8beec77dfe2ff,0
01cf30a043cb8a5ab7ace9830bac564e,0
01d12ee2fdf101ebc1c7352c708c268e,0
01d34efe202cb3775dc61971eaafe368,0
01d6d7d4ca994f1f5b924432a0daa2e7,0
01df0f8d63a2eb2832ce16ef36d5994b,0
01e85acdf5b717cd9407d5d5b811ffad,0
01ea076954dcc73928e87b72089d809d,1
01ea247d684328518f854fedbc8fe82d,0
01ea2b042cccd6ad83ce245409bed76e,1
01eb12dacbe1b9249bdded6a20acbc71,1
01f118d41ca1c403cf5705e0ba534122,0
01f14862b45831ff9589884330714fcb,0
01f8ba0b13511d2363b8a5a353b2ad59,1
01fde05af5e26897b9bb6af00838b551,0
0201fdbcb9c49b54e55869ba59dad6fc,0
0204a500b6b9805f730fe0220d337f9d,1
02072c2e8fd2aec43c4a98ad87674774,0
020733fea06bbcb52d6ef5dd65b109e6,0
02078fc42fbb5ef551e3d7d18a2d869f,0
020a25dabfad683eb0c4e430c4f135e0,0
020a970d090e216a858ab7450faa6ac9,1
020c8d9b5521d52a694067247f629d37,0
020dac9e2c2d1c3377c813a22e748473,1
020e4a27014693f0e3a59303a8f55f28,0
02142c80b3bab297b8d5b72bde2f5795,0
0214c1a6df77257ac022b40241c52ed8,0
0214d3c5cf0d7019a26ea021def4742e,0
02237595334d33753e744060e7e3be4e,0
022636257de9a904efec00c0a7ae75fe,1
0226fd677e224c8e0e80f06eb5109358,0
02359e2a7b8d8c22fb1a7f4bc3c052fc,1
02370eabb8cea60ba235f54147ac3b87,0
0238bc606086e6637d56e6f98888b172,0
023bca62255ecb62f09c46c674fc9cbc,0
023e181f7a17c67abfcd4d3f7e0cc949,1
023fe34cabbe3fbf09d06c39592d0adb,1
0240edb611e711d90b437a8137cf903d,0
02458475ebfa656e483d023196cf0861,1
024678fc831783dcd941b75c9a6130e8,0
024cb8ea1fedbfe7698a0a6d4ae3d57b,0
0251d64a30b7149042da96e9f4252f99,0
0254dd3c7e9a7a7310feb39c2db278e7,0
0254f003f49e1978e50576994c96bcba,0
0255077c61b71ac72dbf495b895dec47,0
025ea3c40d8a93cd91d571a5b4b7f78c,0
0264a8489f27b62daba7fe79ac8b0cd3,1
026548b22779a4f0aa3e313d4ec348ca,1
0269bdb4e464dac3d6a7bee14096c7dd,0
026aa9de58df35c33efe50458c41672e,0
026f14638225761bee40b293b9c74c6f,0
026ffc53a724c2cda4c09b381b448a11,1
027072f03cb5d19fe19c3e6e4aa032c6,1
0274f1c49315dd8f04876663c56ab2a8,1
02772a274ddb7684033614aa1ce2af84,0
027fd11966f6de518683bba375f045d9,0
02803ef5b102510f0596cefa6cb62d74,0
02877e1205586d6f0aa2e9c91225ffb9,0
0287c0e8817ca8c420c9e43790e88957,1
028cb2866492876a138652ef9e1f81fe,0
028d3cbf3aecb0c943a57ced6f6c2665,1
028ecbab5d5a86e446ffa57b52fa2ff4,0
028ff8fb856d2cdd97b7bef9408753c1,0
02974c46ace1c6f1000e88cfbecfdc4d,0
0298056fb4a380ddc8ce37d8983c70f3,0
02a201f1c59aaf4e292914bce5f6c1b1,1
02a2fd24828c89ada7a29cfc07829f58,1
02a43a8b44297490eee03284516fbef2,0
02a672cdf663dc67f8184b9234b850a1,1
02b1b2344176c08370cb396ede9fd572,0
02b3940ff186d1c35b207a7ce88b2484,0
02ba54f239302f05323d6ec93b9ea120,0
02c086015eb1f99e2446c5d71ee28fcd,0
02c8ec3e4df6702cb5478c1404db1cb7,0
02cb810fb0cce1273754d2077676a469,0
02cbf6771819cd61f22c156fa128bf4e,0
02d27746765a03b7040e9d7d1321e048,1
02ddcfd2e22bdfdfed1dc7ae98315ee8,0
02defaeb0eb50a1fb5751e77e8a632f1,0
02e0120509d76920a07198416fc4bd77,0
02e23ecd849f211e53294124e04bdc34,0
02e2d61b8df73c3dd2a707a12873afc0,0
02e2dd8e5d7aa252ca77cb123ae0a97e,0
02e75249ab97c41a131b245665e3ea31,0
02eac37e43de09bdd6b494a2bf0b3ae2,0
030007dc323fe2a9523971ddb5738b27,0
03012aea5c8bb661567d2754fe015e39,1
030c485359baa80d86d2892c4c77065f,0
030f5a5ddd6b91d95259439630d9e6de,0
03125396bff54d1bf6ad787a8f71d00b,1
03148c18220483ca9968186a1a02b0c4,0
03163c63f12259297b6b84ceb86cce2c,0
03188de78eb9c06ac3917a994988028e,0
0318a82c4e350603cafe0f05fccb580f,1
032268391e2ba945adcd277d52b9fc6a,0
03248ef8ce76a7031936b9e5e397edc3,1
0325e15a8e1afa5db261c6a30668de8d,1
032a8c3c84922755c9afdc71019d2dd8,0
032b83176296176229a0d6a7ebfa1edc,0
032de640691a50325a6e58a2ead877c0,1
033283e317244be98ae57001672c4546,0
033952f76f43a131409b609a2c4f28ab,0
0339c4ce7de5355b37cb724fd6828c85,0
033f188eacdce740488e849c77c6e9b4,0
03405bdf369b3e124399ce1b726c0d79,0
03452b3a181c38393d15c95b7b30853e,0
0346690d324e568515605eb2497ba875,1
0348189d92791c73839fea70378568a2,0
034b51ca59e156c9c00db3ad097fbd53,0
034cdab277a5ab315bba51e11a7fb49b,1
034efa780efc4f086946db5430e09bfc,1
034f4517bab273eec37ee772b52ac091,1
034fe352bdf41f61d471094112aada40,0
034ff5c151f0b966c26a5664e702d500,0
0355378e951633947fa3cfc4ecfc28b2,0
035b3821c8783e651f62ac7553cc734d,0
0362325f8dba691555a404991f79007b,0
0363494b83591337d290bc1a2b802502,0
03648501b7bd5e71d6b7c894b2f9a34d,1
0365e160e77b0052c564d52668510c17,0
036a4a99e1fcb9af4da290688cd4e606,0
037662bd9146b9c1449e70593f152443,1
037690e15fc0433faba13b3169cf6f5c,0
0376b359559d580f8aa5023c983e5414,1
037c9c9fdd652e9c0255292e310f4b1a,0
03871850bba0b8c951f797db71a071af,0
038bc24af650d18020a86b74928acacf,0
038d1d76266cfee2885b3fda9d38f9b3,0
038f7f05d294e935ae983455bb0bd420,0
039195e2ed2167db69c8f8fb45c4d445,0
039277ccd010739394186681dd68494d,0
0393dc651548727e9616930b7ba604a6,0
039641565ba27eaa10a41ea6dcef19e5,1
03969a32ba7d57abd5fdcc169c17b597,0
03995f79d82453f02b95c440e9234fea,0
039a8a3e02edc5339b89d2465a4aab62,0
039f0be12b7d64f7889b8a2010773ba3,0
03a2ea3107bf7917b59fdcea4acf8313,0
03a3fe39d5ce0a425da4c7966eaa432b,0
03aa17d250bb9aaa450824838f809f91,1
03aa2188bd3ab617d5b559e89443bcfe,0
03ac6b13443543d59d06caf2f44ed807,1
03baff05d6dfd40ec4d78c343baa92bf,0
03bbfdbbbcc9fddaed59e711f980391e,1
03bc8f12b022da1e5ad012449cb353a0,0
03bde9c5a26b1b8bea3be051de97a3cb,0
03c29139c2b53f10d47eb45c71ecf392,0
03c6c447ae60adfd7ffb0787224c20b5,0
03c84c87f7e5253df6eead19e80a8b34,1
03ce48e7f79e8c7965741a2df5ebc793,0
03d20c063fca17681c08b037aff4fdca,0
03d226087151b41deebe79401f9832d0,1
03d4078465dd5afe5f35d565bbff6d79,0
03d51ee9ce4cd6627b5f6e4d5f90e297,0
03de4108ff0075c0d1b8c33cf07762fa,0
03de7f90d783aefc1f92fb6cca645752,0
03e09a35d80bdf92e976f406b61b32b9,0
03e73385411ae62f49a6ed7c790a9cfa,1
03e88e0e557c2693318f81bfc9705691,1
03eae09f44213b02af08ef7caa8bfc4b,0
03eec413942e9cc567b59d07c0607844,0
03f0733dec4e4c9674d78e768be76fdd,0
03f185e609951fc99c8fa3f81cdf0ec7,0
03f31a8683d8f15f8880174b807cc6c5,0
03f76ea19b4fecf1086309b6b6a8de5e,0
03f9847bb86322f0312dd64a0f04e6ee,0
03fa6f2e19a10e35865c83c259d3d74a,0
03fc93bd8e68776fb9759f65bbe83946,1
03fd399c175686a30c8aa1a45072b413,1
03febe312a63338bb004aa81d4af1211,0
0401fd150b090b8920dcba31aa2f1ff4,0
040928a1d597a6461048868c98b6e17d,0
040d5c2874a7904801893701ea000124,0
041022c87c7406cc703a15e22d008a09,0
041024676e2e8b3758d5ebe919eed5d3,1
0410e8eefdde7bed83b941626923763e,1
041544c50aed5e7f9026d9444aa529dd,0
0415f81271993b624fc07d4d678b4768,0
041625bd153b9d27687c34dab7ec933b,0
041a481471dca435bcc7b85c01a233df,0
041f3578ff48a0382ee270490971e015,1
041f58458ce2062170219ebb132fc7aa,1
0422ee9ebd16f1a5efd3f6a5247e2fb1,0
0428161f91761bb3f9c9454b71bd23ce,1
04282d008ecee32c15f320041eda4112,0
042c1e28d6f709deff72168169ccf97c,0
042df9016955a9ea4934f0b2f64a859d,0
0430e44dd030b1e10c536401b9563481,1
0431df58b5bc87ab623d8e86c474ca75,0
043708d167371d39785e5da26a09815a,0
0439e3680b5ba0d6c6e80e8a19207e97,1
0440134b8b3aac278d427a1b373f3871,1
044356492ac9ee8203083232919ea928,1
04442001c00a88f4063ba7db1abbd9be,0
044689cc77c335b339f9e60e2d65fd09,0
0448087e535b30d2f24761d9e2ef7761,1
0448ce03db11534a6b25c6808815174f,0
044e15b9c2b3bcf2401bcc1472023bd5,1
044e831e4ea7cd4f04f9599fb3195e5e,0
0451a585b5e81b9178ccb60ba457d080,0
04536dde7b0bc44e4e0a30d7cf652550,1
04569674a214cb1a35d228b99cf32187,0
04590fe94068700983d75b1bfa284985,1
045e121af94ac5db14d3eb01b51a5b0a,0
0461a69443c74e9c6a7a480e4e31905b,0
04687e705c0a1698f217185bfa126fe0,0
0469b4c800934b69796d26bdc08a3793,0
046b117039ca38a4a1ad339dba061335,0
046e5d343728d3f3abdfa6f01b14647f,1
046f6a0fedec2e369b6b4448a143fd2b,1
046f9710908152c43d2fa6eae3077f70,0
046fb793a732ba0f5f207ba4cd52fed4,1
047180fa060fe1058c780b5269583ad8,1
0471b0bcc556ad718b03e8672928128f,0
0474e0c29ebea73e81f0b32c9b1ddb8c,0
047c8a699c35c2b8ecd880df5e3ca99f,1
047eb614f20fcbe9faa9660112ce9c76,0
04895800d3eb77b8aea3f8dc9db643be,1
04897fec4d7989c7684f77b988700e1a,0
048c95ffa716a721f235571ce5bcc77b,0
048ef275c50935a676073ea537b21cdc,0
049b4f612f926de0e49431867560e9fe,0
04a2c085550e0f0d0f1cecee0319595a,0
04a371470d7ef45062d081860400f4f9,1
04a7ef2eb096d944ebba93dec633849e,0
04b0b74465cf627402f391ee52028954,0
04b14a37fdcb0d2127eb7e449e9412d9,0
04b6eaf5bb293e33b9612459a1abe618,0
04b994288fa7606521dccde12ac6efab,0
04bde5aa27d249981bd7a8bdc52ef426,0
04beba60b941eb50713f4fbaaf662532,0
04bf3724b8fdfcd7e95f4cf9bb81f7d7,0
04c3af1ac7de50da2c0c4461d91dca48,1
04c48b5b862999189b082aeb148ecee4,0
04c5bd3e9752bc7561cd5a71039251c5,0
04c7f0e36b24398c8f98d1883e9ccdfa,1
04c80e8b5e12e4f0e42b2ddfce028c26,0
04c9f8d18594f3b3463a5b277c92fda0,0
04cac4d7d9d430014f60e4278db2ff0f,0
04cb797ebe8eb3e6ccbf137e3e9cf62a,1
04cbd29d004b7e1ae046d4573a63be24,0
04cf5db08cda9977597075f64223e318,0
04d6c9d22a7ae041c2e1cdf3ae83ab51,1
04d8dfcc6b70616481014ab9db9bd36e,0
04d9a54208da61a674a1bbf35223db24,0
04dd8cb983fda606e6470fe7f0c0c304,1
04e4fd919eb746cf0fceed8e6fcf6649,1
04e8520448605f8cf1f60560fbfa7117,0
04e9d8deca8e7d9462bbc2be8b2ef424,0
04eabb3c82396e964cb0ac2dfaca049c,1
04f5a2859dc5c937d100955fa9130a6b,0
04f866eb7d0a7a59783ad9efe8deaba4,1
04ffa9677f9fe0c7875203e93cb3e1e2,0
050b4a024b69dec622d169faa780a562,0
050c7339bae028d678eb4ae0b8d408a1,1
051076f0b99a7b1ce964433d9fa91659,1
05226b36f6ca2cefcdecbfa761be00a2,0
052371a86a250c0cb57c9ff6ec5b746e,0
052b27f2996aacb3974af9933e9348b5,0
0532f8889b4cde28fb9d8a510585fe9b,1
0535ada4da8c3ab3f638ac4e515a0e1a,1
0536b33247b17b8db790dc36b08efaf2,0
0538d6954036b13bc2c9a2082d1e65ee,1
053a1fb06eb1ed30e19ef32decae7e0d,0
053b5d6c49203da63e9068b28286dfba,0
053bc964fc8dedc30b5a53b4e5edab94,0
053c7fcbe1192ac0536edf6a8985802b,0
053e86588f31e86220bcc43f0b55f0b0,1
0540ebb9a7073bb793fe96d28feee51a,0
05440d1a58998b3038b19b32765b0229,1
0547ef490c33a3ae71a9aad7518b651f,1
054dedffd400f5f6c06f76ff35c3a006,0
054fc354915be0a8fa4f881e44b5c2e6,0
055250ec2743d23bb94a3f898fc5a61e,1
055533aa181789c4ea063b157eacae3f,0
0556dd91615f53da74f9ae0292f70555,0
05587f4a07c0209924b737d35c83f02f,1
055a5839f4b32609bf0be22e8b65e54c,0
055c443e364c40258c9b3ce2b14fee56,0
055d51f39054cb1027fb1d9a8df092d7,0
0562f534b37629f50a8fcacf92272fe3,0
0564304f976cfd04a85fd4ad5bdd7dff,1
056724d54f2e6eeb69111243aced4b39,0
05678db0b623e93502327e5b37bc178b,0
05690ddbc5a47198212709c6050d8f57,1
05693692e6707cb419835ba3a1d26a17,0
056e3d0d66973ea44d7d621ccdc0d575,0
05724ea6d8c12d23d8746be2d74c4664,0
0578fd26e67459914c2608981ee6a1f5,1
05790b81e8a10d6d281b4f503f3e5203,0
057a1a86ff65f8aa9e24f583367be3fc,0
057d86acf3cc9449a19917628770b36d,0
0580f225cdcd97a6a029d37591a7b8d6,0
058507734fa080aff37b41b8e9fa6de1,0
0587ba496c50ec399d17d95de4094378,1
058aff522897a2cfdc27cdd1ef9fed5c,0
058ecb4e55f0d7d5e19f93723affc0b1,1
0594b3669232d5f5bcd20ae0b1bdc934,0
0596b1a6e53e051bbb86444acf95e52f,1
05980c60b82f41931b446de2ec151d9a,0
059b2f5388d5e50032c1934d847c7dde,0
05a084022648ac74fbd0aa4dfad72abc,0
05afa99af4bbff170001ec90cbeb30c8,0
05b791d34ef87a2986f4473836aee4f3,0
05bb8d23824d90835e13cf46470a5cb5,0
05bee01b1c739046e47c779f1e16104a,1
05c23f5efd42c4ccbd1179ad8fc21154,0
05c599264631a81125c4d61cc7030e8b,0
05d03d51294d587b31d4d8e2c4669c12,0
05d0bd0ea1ec92cad49bd28a007724e0,0
05d41b2fa33e692497bade23169d1dee,0
05dbe3fd790a6e31b84db545c2910a29,1
05dc069b4694f8b90491eab106a4799b,1
05dc4ff4387d084c5cf4ddc59c3d4729,0
05df004b3a4feef9ae8b4a5faa243d77,0
05e101f228c00d990a8f2c43d8ce7d67,0
05e223d711cd34b7b32d377d4229d7e4,0
05ea439559171e4259bbb3fb1cc1c1e5,1
05ef1bc42a91fbb538b9d0514a966fd4,0
05f3e183712ce2e79e4b24ffa690b74f,0
05f514cc6d51e43f0b2a89ef6d1493ec,0
05f7346a105ef361e82551030a785d47,0
05fc82ab47a99c2b6e8ae0172d1b0bf0,0
05fd04516e71fb3ed365cb3d1db748d4,1
0603a3a99d808c824ed9362345cd68bb,0
0609740ad37c2dcc72ee48e2a0a37bb1,1
060f2aca2d8898fa669fa32a037f71f1,0
06137652832b75a19a4d1977b284bade,1
061617a7068cddc4f5ae98ac0645ca05,0
0618a2708e3ed774d8713494d5317884,1
061b1aaed97f9ee3337dd7e7bd43795f,0
061fa8178d5f3a80067f2d40c7a998ce,1
0620ce27e305f5c8b2be51a7695373be,0
06220ae9fac1a030cf480c9ae7ba9434,1
06248251a48cecc7aef8fb06e8cf8192,0
0624fe31bff843b60087f005356abc02,0
062e69d57f212c02e1bb445d0274bb8d,0
062eb6d06c844cd8f7405ea92c8652a2,0
063004c5bb978c1f50ada4e71db9c893,1
06394e62e50d675ebaf2b0325cad15b6,0
063a63bc90965932485fbecd6aa6fda9,0
063c86e59ee54e68a6f4494064b3d9ad,1
0641477c216d18e9fc0aa07c816fdaed,0
06431c71a7824e4f01316eb71e708f4b,0
0644dbe2453ee4cf3345713cfe820f0f,0
064534e0473a379525ee50f8667f5594,0
06473a7a2e39cacfb66c3cf2f3757a2a,0
0647a447056efd7aec44a2031c3dbf9b,0
064984a29799eda90c6b9dd57b15547a,0
06498600e3d10bbdd78bbfeef4471715,1
064a0408f99c85839e0588fec594a6fe,1
064acf3f02e58121a995ec240317289b,0
064adcf2fd3e0bfdb4d97cf78b9eb0e9,0
064f40b61c926aa53a6cd93f900fb252,1
06513656a073e060b4da18c47be9ca0f,0
06527023b1de32263e00f81a747e9b5c,1
0652daa839f1406a5b3a0f339a24485b,0
0655d0a2c0936f980b1974caec65fef6,1
0656a4ac3347a1b0f0124f7f111d3760,0
06585c9715302ad445c412bae0ff8576,0
0658d8dbc0b1c91a288c64519ed8ef4d,0
065a7d82b254ad3c8be6c8db2a12db48,0
0660adce9e03f023cf157c45db5ca270,0
0667e71a60d184d529fd0bee787417fb,1
0668107906ee97ebd9b9fc62339bef3f,1
066af59ec69bfafc0bf411ef790935c4,1
066b4d51f9dd494a9b35fb23505d068a,0
066ba6a193faeea7363d037f5f346305,0
0671512a8593c873cae10ddedb4cdd76,0
06755623ee8b45bf73d7464d733570b3,0
067777ad303a732c2e9ae134035f192c,0
0677de1d933d69fbadae566cc707c386,0
067a4a08f86e4981b027b3853f05c7c6,0
067a7f04bcd0a3e183b2bbb78d1c8509,0
067cacd7cb86263cab2138314963db15,0
0680e0a5993a862a7d8ca359098375c4,1
06835f07a208d0ee47b3a397b70e781d,0
0685d369ca9cab9465b534da0b44035f,0
068e0dbb02496b2cd9a8102f893df139,0
069854495fce7305b3f0be6c59a41ddf,0
06a64f0c1044d3772f7a99b4a5444040,0
06ac8317b14b2da8e5576c3c83fb121b,1
06ae33e383c5aed67d7430323413cd18,0
06b1c1614e7ab856879fd84bb36bc8fa,0
06b253f42044f8dfd2d35d78cc94d457,1
06b25b01fa5714c37716edcb857ec939,0
06b2bc31eb24eca00838a0f848110be0,1
06b61abbd3b127a868e90795c1152b92,0
06b68048bca97b573c86f9e0a796f5a8,0
06b6f6a1d0d1cd4b4d87b02aa0d3a09e,1
06b974e7a3d6a9975e30f2e36b1a6e91,1
06c14744c09e318426216ba0de396985,0
06cdee0c0ab2602effa9d198bc1afed4,0
06d5e6a66b9b0bdfdcbf24e3d1d87da1,0
06d6804622fae766e08dbc46bf74f667,0
06e288667e8a300c057c4699d9b7044c,0
06eaecd69dd66a0bc799808364ba5ca9,1
06eb2a793923c1bd9d7f9bb2ba9e7a68,1
06edf05dff6908fe38ad004c411f2f30,1
06ef269d6648c4e216b8e6cad486a3f2,0
06f2792164209d5ca9df3e7a371c6c12,1
06f37ca3d8a0a6a74e0c6000128a81c8,0
06f3c863cf5483979755e67bc581edfd,0
06f54588f0dfcb22ad45d34c0740e59a,0
06f943ddb7fc46f8d3c9f0310ee62769,0
06f96698616aee8f9085753e6897eef8,1
06faa0b862578fd42158f1f3757e7b54,0
06fbd1be1602b5b019cd4fdf4005282f,0
06fce58d6f8b7d4a61044edab1aa57b7,0
070113b437383bd20af4973258b93238,0
0704dd1fa011062208660bcf0fe197b6,1
070a73ce95c6b1ea769cbccb2ad15f72,1
070c68d3daa1c58fd192d24013b354d4,0
070ca3a5c800c3dd29a29f43a7fb3003,0
0716b89155b6a09511b927b39aaea454,0
07177d11cab6f756c2dd1f0d967ada90,0
0718ea2d72b9a00972af484c1be25a4a,0
071c7db55edf3777afd9e63dc958458a,1
071da3d4e4bed0d16f33c57b694f1d15,1
071e845892130506df35e4fe57176da8,0
071fcea929101de89583a1ad222ef765,1
072a8dc68e4f36ba67ac0e05d9dc170b,0
072aeb18d96b4f4a4cc29aa80aba3a3b,0
0734ae331995c57458b2eb3e681a099e,1
07350503fa43b7a46e4311744ea9d85c,0
0738508f2cf62e8447671e2c6622b0f3,1
0742d6e86890113d4f46bc267bdfc184,0
07467a81c5953d90ebcc5e14b7f3fb4e,0
0746a1e197e98456a9f407bb706fa129,0
0746cc2b596fa6df36f4a1f08c2a41a7,0
074729386bd2ccaea72369deb67ef821,1
074a567d77625ce134ff4fcf79095833,0
074ad77f16416b12e1202eda83ce43b6,1
074d8f660deb3451adce7a96d865e0fa,1
074f7074e9d88ce8b3ecdbe250299fdb,0
075382e26861e02073ac9c55591d31fd,1
075694199ce18d8f1674975f559e6c69,0
07573a2c65eb9747deb2974e8b226e51,0
075747074f1f43924862bf084901b666,0
0758dc03f250f07081cf20a009d73c42,0
075e885e47c2a91b1e1dc30d00c6b601,0
07635c7d8cc03b5e05607011c4beb220,1
0764796c8db198a7f1b9c25dc4690eff,1
0764d3e48921c67ee32485db542d0828,0
07676d1a432a3f066133251d3886307c,1
076a413696c882b9b68a572165f613e7,0
077314bc70c350be410c0293ff817d07,0
0775f16144fa9fa09b1b41e634ec7569,1
07780ecfb889228818be88d7fc6106b3,0
077d910555f862d87a478f06463d98d9,0
078ca71e9441520a59de57a8e26ffd97,0
078cc331066fa7c47211742b892eb445,0
078e16be395e5e4e3440726b006d6022,1
078ff2aecc9f6fc2da7f0f0f6ad59776,0
07913f9b5cf35a56f73f62089ca2c86d,0
0792527b4f276254df91815830fac8bf,1
07967df26d262f471c355618e01a600b,0
079927b376dcea07bccaf9dee9e152e6,0
079aa79ecfc3bab028a56b9d9da27703,0
