uid	total_transaction_amount	transaction_count	annualized_amount	average_term	transaction_1m_count	transaction_2m_count	transaction_3m_count	transaction_6m_count	transaction_8m_count	transaction_9m_count	transaction_12m_count	transaction_15m_count	transaction_18m_count	transaction_24m_count	transaction_1m_total_amount	transaction_2m_total_amount	transaction_3m_total_amount	transaction_6m_total_amount	transaction_8m_total_amount	transaction_9m_total_amount	transaction_12m_total_amount	transaction_15m_total_amount	transaction_18m_total_amount	transaction_24m_total_amount	app_start_total_count	app_start_count_day0	app_start_count_day1	app_start_count_day2	app_start_count_day3	app_start_count_day4	app_start_count_day5	app_start_count_day6	app_start_count_day7	app_start_count_day8	app_start_count_day9	app_start_count_day10	app_start_count_day11	app_start_count_day12	app_start_count_day13	app_start_count_day14	app_start_count_day15
87ad85c0175e63530cc2030741594ac3	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	66	15	7	3	6	2	2	13	7	3	1	2	1	1	1	1	1
47f8aef15adbde3d41cc3e3ab4ebabe7	100	1	8.333333333	1	1	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	53	12	0	23	0	0	3	0	0	4	8	0	0	2	1	0	0
33f9608700a719a7812ba070feb95851	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	6	4	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
a3bb29292a5602b8a549b62bc4920343	100100	4	200008.3333	23.97702298	1	0	0	0	0	0	0	0	0	3	100	0	0	0	0	0	0	0	0	2400000	60	52	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0
9dcc131f380dd6e94090fe3db8fd1d4a	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	80	16	20	16	4	8	2	6	0	0	0	4	2	0	2	0	0
ffece37710aef5876a88e79cfffe7b34	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	84	42	0	12	0	0	0	3	3	0	3	6	3	0	0	3	9
f01cab60e92be833597c1f027f5ef1d9	20900	3	11325	6.502392345	1	0	0	1	0	0	1	0	0	0	9900	0	0	6000	0	0	120000	0	0	0	150	90	5	10	0	0	5	0	15	0	0	10	0	0	5	5	5
c72fd052103cb5bbf35a213214516983	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	40	28	0	4	0	0	0	0	0	0	0	4	0	0	0	4	0
4b76061888b5e650f4e6a759f05f5db8	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	13	0	6	4	1	0	0	1	0	0	0	0	1	0	0	0	0
828184164e78c8de41699f0575948b0f	100000	5	90833.33333	10.9	1	0	0	0	0	0	4	0	0	0	10000	0	0	0	0	0	1080000	0	0	0	185	130	10	15	10	5	5	0	0	0	0	0	0	10	0	0	0
11e6d23f6e02f72ce54aad94d7d7de84	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	13	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
b842f4be4d88cd72789569c36168050a	5600	1	466.6666667	1	1	0	0	0	0	0	0	0	0	0	5600	0	0	0	0	0	0	0	0	0	20	8	2	4	4	0	0	0	2	0	0	0	0	0	0	0	0
2ae43997587a48cfff5ba2a7a1794859	1100	2	258.3333333	2.818181818	1	0	1	0	0	0	0	0	0	0	100	0	3000	0	0	0	0	0	0	0	60	0	0	0	12	2	0	4	20	0	14	0	2	2	2	0	2
75cba03cab275d2ae0c8194f20beaee0	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	6	0	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0
7aa76d558b4f786d7834fd5cffe5b8ce	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	13	4	4	1	1	1	0	0	0	1	0	0	0	0	0	1	0
8505f6b81a2767cfb6549a7c764f7b9d	100000	2	75000	9	0	0	0	1	0	0	1	0	0	0	0	0	0	300000	0	0	600000	0	0	0	56	16	2	22	0	2	2	0	4	2	0	0	0	2	0	4	0
82d6c69ed527665f2db292b8138f1367	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	12	10	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
fe26b4be2945b506569db55837aedb83	41000	3	65083.33333	19.04878049	1	0	0	1	0	0	0	0	0	1	1000	0	0	60000	0	0	0	0	0	720000	168	44	68	0	0	8	0	0	8	0	0	40	0	0	0	0	0
048f5efdbf91934e2158b09e83f413b9	50000	2	80833.33333	19.4	1	0	0	0	0	0	0	0	0	1	10000	0	0	0	0	0	0	0	0	960000	28	2	0	0	0	4	14	4	0	0	0	0	0	0	0	4	0
c7d3de9eea49fc41339c7830896c2056	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
af572fb3c89865e8bc49d69e01ad214c	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43ceebea8915fd92d67f7a1a07d08637	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	14	2	4	0	2	0	1	0	0	1	3	0	0	0	0	0	1
ae129ec0814a8d9e6488daf7b62ac59d	61000	5	26333.33333	5.180327869	1	0	0	4	0	0	0	0	0	0	10000	0	0	306000	0	0	0	0	0	0	266	70	14	35	0	7	0	7	7	0	0	21	0	49	35	14	7
9338591d622df6107b39ef55a383edf4	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
49cb8c29ea3f2ed8a31b1af5027f90c9	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
9c5eb79d5fa5795a7df7319d2506b17c	11000	2	1333.333333	1.454545455	1	0	0	1	0	0	0	0	0	0	10000	0	0	6000	0	0	0	0	0	0	69	39	0	0	6	0	0	0	6	0	15	0	0	0	0	3	0
5dd8df7116cfb12a06bb9607d35190d2	100	1	8.333333333	1	1	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	12	3	0	0	0	0	0	0	5	0	0	0	4	0	0	0	0
a0754d48491648bfe5ce6224b80a2be7	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	30	8	6	2	1	2	1	0	1	1	1	0	3	1	1	1	1
ddffbc3e0a126f26104c498efc52e70a	300000	9	530833.3333	21.23333333	1	0	0	0	0	0	1	0	0	7	10000	0	0	0	0	0	600000	0	0	5760000	450	150	105	30	90	0	0	0	15	15	0	30	0	0	0	0	15
5c3c8d65fea7a451966800c68321f1a9	100000	1	200000	24	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2400000	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6728c138685cdb3f708a880af37ad641	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	16	12	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0
f6e287dc641af6e32f4112589b785126	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	12	8	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0
b62acde544af5fd5db2e677935b27bb6	40000	2	15833.33333	4.75	1	0	0	1	0	0	0	0	0	0	10000	0	0	180000	0	0	0	0	0	0	325	52	52	13	13	130	0	13	0	13	13	0	13	0	0	0	13
e3ff50012d2cd136453f293c94017fdd	1000	1	83.33333333	1	1	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	26	0	4	2	0	0	2	0	2	0	4	2	4	4	2	0	0
0ef28b7e94a11e2107e9144f69659bc1	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	26	7	7	5	0	0	1	0	0	0	1	0	0	0	0	4	1
d99ac0346d2b3d10f2b4bed8b7fd95e9	112000	9	80583.33333	8.633928571	1	0	0	3	0	0	5	0	0	0	1000	0	0	366000	0	0	600000	0	0	0	624	0	13	0	0	13	0	0	13	156	78	104	65	78	52	39	13
bf6aa6f91088651a10951356c51caf7f	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	8	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
a26ff14aa559e2760725c079e5578d76	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	14	11	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0
737485ef2ae52cd03d36384fc6fccc1d	50000	3	20833.33333	5	1	0	0	2	0	0	0	0	0	0	10000	0	0	240000	0	0	0	0	0	0	140	76	8	4	0	4	8	4	4	4	0	8	4	4	4	4	4
1c6c911bb01d080f4b373b17af29922f	11000	2	1083.333333	1.181818182	1	0	1	0	0	0	0	0	0	0	10000	0	3000	0	0	0	0	0	0	0	72	26	2	8	4	2	2	2	2	4	2	2	2	2	6	2	4
6e905222d00b9090b5d5c6c11c8a4977	110000	2	105000	11.45454545	0	0	0	1	0	0	1	0	0	0	0	0	0	60000	0	0	1200000	0	0	0	18	0	0	0	0	0	0	0	8	6	0	0	0	2	0	2	0
862bb21e0753c95843e1f999b46782cd	1000	1	83.33333333	1	1	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	18	4	2	1	0	0	0	0	3	0	3	0	0	1	1	3	0
6b0381ab0b89ebad3dd2097bc17f3a7a	6000	1	500	1	1	0	0	0	0	0	0	0	0	0	6000	0	0	0	0	0	0	0	0	0	35	18	2	3	1	2	1	0	1	0	1	2	1	1	2	0	0
782c0ab37d83c2a83502b361393c49c6	100	1	8.333333333	1	1	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	22	0	0	0	0	11	0	1	2	2	2	0	0	2	1	0	1
3ce4cce8ef77359b952fbf03a7cbbaa6	20000	2	10833.33333	6.5	1	0	0	0	0	0	1	0	0	0	10000	0	0	0	0	0	120000	0	0	0	55	0	0	0	0	0	0	0	10	20	0	10	5	5	0	5	0
591fbc69c0d9d4ed3acf5cac216e42e0	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	9	4	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0
244d2ee4b8a449908c4050725e8c5fd7	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	5	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
a746e3e485b851b1290495e1ca115953	11000	2	1333.333333	1.454545455	1	0	0	1	0	0	0	0	0	0	10000	0	0	6000	0	0	0	0	0	0	34	10	2	2	0	4	0	0	4	0	0	4	2	0	0	0	6
e9ba26cd13eca761b68c9935cc9d91c6	50000	3	20833.33333	5	1	0	0	2	0	0	0	0	0	0	10000	0	0	240000	0	0	0	0	0	0	171	102	48	0	3	3	0	0	0	3	0	0	6	0	0	6	0
7358d68705bcb67216f605881eab31d8	500000	3	500000	12	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	6000000	0	0	0	9	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ef0d6ad62430711a0847723e90820bce	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	5	3	5	2	0	0	0	0	0
0949ce81de1255c0c1c479451da01c89	137100	10	177008.3333	15.49307075	1	0	0	0	0	0	7	0	0	2	100	0	0	0	0	0	1164000	0	0	960000	2088	928	116	87	29	0	0	0	58	29	29	58	29	29	58	58	580
adfd8b47beb4bd56e1eee9cc639ad861	50000	1	50000	12	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	600000	0	0	0	40	11	10	2	4	2	1	1	1	1	3	1	2	0	1	0	0
c905dfd6f9f1e87b4fb7fc89d6bb3e39	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113d5b89f0becc69927590c30ea48dab	5000	1	416.6666667	1	1	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	5	0	1	1	0	0	0	0	2	0	0	0	0	0	1	0	0
926e46574573471259d7d82402a9d93d	1000	1	83.33333333	1	1	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	8	3	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0
57af4ac09d2034105404449a83ffa547	1000	1	83.33333333	1	1	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	20	11	3	1	0	1	0	1	0	0	0	1	0	1	0	0	1
9401be8a791c79e22e6b8379aee8d6ef	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	27	14	1	3	0	0	1	0	1	0	0	1	0	1	2	2	1
710cf6b9343219bf8aa7816641aae48f	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	29	0	8	3	3	0	1	0	2	5	5	1	1	0	0	0	0
96d427cfc16de6eeb591228a98754ce0	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	16	6	1	2	1	1	1	1	1	2	0	0	0	0	0	0	0
8719130ca220a20a0cc15f6dc6398a55	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2ddf839d9577f1c330daceb3387d7f1e	9000	1	750	1	1	0	0	0	0	0	0	0	0	0	9000	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
37e618202616970c74d09057168c044f	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8e34d909218fc9fa2eafeaf6e9aab055	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37473ba4cf342cfb6ce85ed4472f3dd0	1100	2	258.3333333	2.818181818	1	0	1	0	0	0	0	0	0	0	100	0	3000	0	0	0	0	0	0	0	4	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
79e543c4c004d08c2314dbd210146a53	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2c1517b78cab137e6e7aa71e9eb2b47	3500	2	708.3333333	2.428571429	1	0	0	1	0	0	0	0	0	0	2500	0	0	6000	0	0	0	0	0	0	52	2	2	8	2	0	4	6	6	0	6	4	2	4	2	0	4
69524f2dda1cb990418098d5b3e60b6b	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	6	0	0	4	0	0	0	0	1	1	0	0	0	0	0	0	0
a19db98e85bc79efeec8ef1cac1b6aac	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	150	39	27	3	18	21	3	0	3	9	3	3	18	0	0	0	3
c67b93c70736d28b89e226c83f852ae7	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
63f4098662da4e61d78d284180a3b09f	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c11cbce26409486540a41d8e0c48c888	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	27	3	2	2	1	1	2	1	2	2	2	2	1	2	1	2	1
8d6a2d0c55c6c55b11885bdce48d9b32	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	3	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
d467604c6e44331d40699e35238e47e1	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	20	4	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1
502dbea03a796c1815f9b291d06e5096	11000	2	1333.333333	1.454545455	1	0	0	1	0	0	0	0	0	0	10000	0	0	6000	0	0	0	0	0	0	156	0	0	0	0	2	46	20	4	14	26	10	16	6	4	4	4
1fbd47afe60310546e6d1dbd7d977f7f	20000	2	10833.33333	6.5	1	0	0	0	0	0	1	0	0	0	10000	0	0	0	0	0	120000	0	0	0	140	60	0	5	0	0	0	0	65	10	0	0	0	0	0	0	0
68c41ff02e43b20849c1c15dc47dcc38	15000	2	5833.333333	4.666666667	1	0	0	0	0	0	1	0	0	0	10000	0	0	0	0	0	60000	0	0	0	330	30	48	96	0	12	30	0	78	0	0	6	0	24	0	6	0
52b415be80dd602a2666468ac7750f42	11000	2	1083.333333	1.181818182	1	0	1	0	0	0	0	0	0	0	10000	0	3000	0	0	0	0	0	0	0	24	3	3	0	9	0	0	0	0	0	3	0	3	0	0	3	0
071669701b2f405aa5ade59de023503d	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	7	3	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0
a43684e5cd2e16746cf151ca69da4134	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	22	7	4	1	2	0	0	1	0	0	0	1	1	1	0	1	3
6b8e1660f830fca5dde52a32ca9c5b9c	5000	1	416.6666667	1	1	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	16	2	6	0	1	0	0	2	1	1	2	0	1	0	0	0	0
8d8431e3810965b53cb4e0674e312d47	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	35	7	3	4	2	1	1	1	1	1	4	1	4	1	2	1	1
45ad9f567c29d2f1d015eb76c6562429	2000	2	333.3333333	2	1	0	1	0	0	0	0	0	0	0	1000	0	3000	0	0	0	0	0	0	0	28	12	0	12	0	0	0	0	0	0	0	0	0	0	0	0	4
36bb7057e94c2d20cef017e279c64b53	500000	3	500000	12	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	6000000	0	0	0	30	27	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
906ae313d421cf9a272144c34f62521c	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	30	15	1	0	0	12	0	0	0	0	0	1	0	0	0	1	0
6d8dcbdfa6e83272c605022f929885f5	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
80d205c0cf786c91cc88558355bc916c	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ffd44a4e5b058d81fa22253669516eec	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	9	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
35d0f52c94a36820eb9e950246d1b640	5000	1	416.6666667	1	1	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	5	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
5a4aec3922425f701092bb7cc1d727a8	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	16	3	2	1	0	2	0	1	2	0	1	0	0	0	0	3	1
c039ac1fd3aeccbb99ca3527e0c0c04b	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	29	11	2	1	2	1	1	1	1	1	1	2	1	1	1	1	1
f132e904debe80be81dbd2ca4fcca53a	1000	1	83.33333333	1	1	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ba465bd88ddc28c4057cef9f337462a7	620000	10	153333.3333	2.967741935	1	0	9	0	0	0	0	0	0	0	10000	0	1830000	0	0	0	0	0	0	0	572	22	0	0	0	0	0	0	0	0	110	121	99	22	99	77	22
84f67b2755bebbabe38713dac3c10813	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	22	5	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1
670de1a02400387505b3670f18085cdb	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29aac68cd01fdcd9d411ccde9e9ff941	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	25	2	3	2	1	4	0	1	2	1	1	2	1	2	1	1	1
baaa3ee03a659eb1bed34d429b6bf8ae	11000	2	1083.333333	1.181818182	1	0	1	0	0	0	0	0	0	0	10000	0	3000	0	0	0	0	0	0	0	16	4	2	2	0	2	0	0	2	0	0	4	0	0	0	0	0
7d6631dd5152705b2fedbd71ba4b44d7	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	8	5	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0
08ee9649aea1cb0d10ee0a0d1492bcf0	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	9	7	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
